axiom_pattern;axiom;template;question;question_type;op_category;ontology;file;question_type_short;op_category_short;row_id
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasConjunct),hasWordConjunct SubclassOf(hasChild some Token);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which has conjunct has a child that is some token?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427415
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(MorphosyntacticCategory),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which morphosyntactic category has a semantic valency that is some atransitive?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427400
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(Pronoun),NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which attributive pronoun has a specificity that is some nonspecific?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427405
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(LinguisticConcept),hasWordConjunct SubclassOf(hasChild some Token);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which linguistic concept has a child that is some token?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427419
[X] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(hasParent some CoordinatingConjunction);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is [Y]?;Does a has conjunct have a parent that is a non initial coordinating conjunction?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427426
[X] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(hasParent some CoordinatingConjunction);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;A has conjunct has a parent that is a non initial coordinating conjunction. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427427
[X] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasChild some Token);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is [Y].;True or false: A has word conjunct has a child that is a token.;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427431
[X] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;An impersonal verb has a semantic valency that is an atransitive. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427421
[X] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is [Y].;True or false: A nonspecific pronoun has a specificity that is a nonspecific.;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427425
[X] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasChild some Token);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is [Y]?;Does a has word conjunct have a child that is a token?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427429
[X] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is [Y]?;Does an impersonal verb have a semantic valency that is an atransitive?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427420
[X] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasChild some Token);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;A has word conjunct has a child that is a token. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427430
[X] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;A nonspecific pronoun has a specificity that is a nonspecific. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427424
[X] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is [Y]?;Does a nonspecific pronoun have a specificity that is a nonspecific?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;427423
[X] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is some [Y]?;Does an impersonal verb have a semantic valency that is some atransitive?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427432
[X] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(hasParent some CoordinatingConjunction);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is some [Y].;True or false: A has conjunct has a parent that is some non initial coordinating conjunction.;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427440
[X] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is some [Y].;True or false: An impersonal verb has a semantic valency that is some atransitive.;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427434
[X] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;An impersonal verb has a semantic valency that is some atransitive. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427433
[X] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(hasParent some CoordinatingConjunction);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A has conjunct has a parent that is some non initial coordinating conjunction. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427439
[X] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasChild some Token);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is some [Y].;True or false: A has word conjunct has a child that is some token.;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427443
[X] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(hasParent some CoordinatingConjunction);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is some [Y]?;Does a has conjunct have a parent that is some non initial coordinating conjunction?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427438
[X] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A nonspecific pronoun has a specificity that is some nonspecific. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427436
[X] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasChild some Token);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A has word conjunct has a child that is some token. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427442
[X] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is some [Y]?;Does a nonspecific pronoun have a specificity that is some nonspecific?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;olia;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;427435
